time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2023-01-18T20:07:40.989Z,-17.176,175.5265,10,4.9,mb,28,72,2.477,0.7,us,us7000j5bm,2023-01-30T18:53:49.040Z,"210 km WNW of Lautoka, Fiji",earthquake,5.71,1.852,0.115,26,reviewed,us,us
2023-01-18T19:55:00.899Z,2.6921,126.8287,51.121,4.8,mb,78,108,1.982,0.87,us,us7000j5bk,2023-01-30T18:52:10.040Z,"169 km NW of Tobelo, Indonesia",earthquake,8.01,6.603,0.064,76,reviewed,us,us
2023-01-18T19:53:33.653Z,-21.6778,170.4713,156.622,4.7,mb,37,104,2.955,1.12,us,us7000j5bj,2023-01-30T18:48:36.040Z,"southeast of the Loyalty Islands",earthquake,10.07,6.61,0.104,28,reviewed,us,us
2023-01-18T19:32:25.565Z,23.473,142.2526,9.141,4.5,mb,35,157,3.608,0.94,us,us6000jjf0,2023-01-30T18:47:31.040Z,"Volcano Islands, Japan region",earthquake,12.54,4.965,0.116,22,reviewed,us,us
2023-01-18T19:28:12.984Z,11.4722,43.2172,9.472,4.5,mb,23,125,0.368,0.98,us,us7000j5bc,2023-01-30T16:29:44.040Z,"4 km WNW of Loyada, Djibouti",earthquake,7.85,6.142,0.135,16,reviewed,us,us
2023-01-18T18:55:38.702Z,2.6451,126.9312,60.838,4.5,mb,61,121,1.911,0.67,us,us7000j5aw,2023-01-30T14:21:18.040Z,"157 km NW of Tobelo, Indonesia",earthquake,8.48,6.276,0.08,46,reviewed,us,us
2023-01-18T18:17:12.622Z,-24.1049,-179.5264,505.884,4.5,mb,18,62,4.947,0.83,us,us6000jjf6,2023-01-27T21:36:56.040Z,"south of the Fiji Islands",earthquake,7.34,10.414,0.157,12,reviewed,us,us
2023-01-18T18:15:36.473Z,2.6911,126.8984,46.469,4.6,mb,48,110,1.963,0.52,us,us7000j5ak,2023-01-27T21:11:45.040Z,"163 km NW of Tobelo, Indonesia",earthquake,8.04,8.302,0.086,40,reviewed,us,us
2023-01-18T18:03:03.910Z,-30.3249,-177.3951,10,4.7,mb,37,195,1.153,1.08,us,us7000j5ah,2023-01-27T21:07:50.040Z,"Kermadec Islands, New Zealand",earthquake,11.4,1.885,0.114,23,reviewed,us,us
2023-01-18T17:00:12.933Z,34.9433,14.1934,10,4.7,mb,76,59,2.524,0.75,us,us7000j59w,2023-01-27T20:51:10.040Z,"101 km SSW of ?urrieq, Malta",earthquake,6.56,1.813,0.078,50,reviewed,us,us
2023-01-18T16:27:48.105Z,-11.1287,111.6908,10,5.1,mww,71,91,3.397,0.77,us,us7000j59q,2023-01-18T16:45:57.040Z,"south of Java, Indonesia",earthquake,7.8,1.884,0.068,21,reviewed,us,us
2023-01-18T16:10:45.411Z,-11.1071,111.7867,10,5,mb,44,137,3.41,0.49,us,us7000j59m,2023-01-18T16:30:06.040Z,"south of Java, Indonesia",earthquake,6.29,1.8,0.098,33,reviewed,us,us
2023-01-18T16:06:40.935Z,2.7327,126.9768,52.938,4.9,mb,45,112,1.986,0.48,us,us7000j59l,2023-01-18T16:54:59.040Z,"159 km NW of Tobelo, Indonesia",earthquake,9.15,5.215,0.076,54,reviewed,us,us
2023-01-18T15:54:46.484Z,34.8698,14.3276,10,5.1,mww,78,79,5.25,0.83,us,us7000j59j,2023-01-24T21:04:02.443Z,"107 km S of ?urrieq, Malta",earthquake,8.76,1.856,0.073,18,reviewed,us,us
2023-01-18T15:43:31.175Z,2.9276,127.0925,35,4.9,mb,104,106,2.159,0.71,us,us7000j59h,2023-02-06T00:05:24.040Z,"167 km NW of Tobelo, Indonesia",earthquake,6.46,1.899,0.062,81,reviewed,us,us
2023-01-18T15:35:24.238Z,-2.6854,139.6674,31.432,4.6,mb,54,50,1.05,0.82,us,us7000j59g,2023-02-05T23:53:10.040Z,"107 km W of Abepura, Indonesia",earthquake,8.17,4.473,0.083,43,reviewed,us,us
2023-01-18T15:14:01.799Z,2.7226,126.9833,46.534,4.6,mb,83,103,1.975,0.71,us,us7000j59c,2023-02-02T06:14:25.040Z,"158 km NW of Tobelo, Indonesia",earthquake,7.29,6.9,0.066,69,reviewed,us,us
2023-01-18T15:03:33.226Z,2.8561,127.2252,54.864,4.5,mb,34,118,2.075,0.52,us,us7000j59b,2023-02-02T05:48:39.040Z,"Molucca Sea",earthquake,10.06,7.93,0.104,27,reviewed,us,us
2023-01-18T14:21:40.036Z,2.7626,127.0525,56.609,4.6,mb,58,70,2.002,0.61,us,us7000j57n,2023-01-25T08:24:36.040Z,"156 km NW of Tobelo, Indonesia",earthquake,7.45,7.465,0.081,46,reviewed,us,us
2023-01-18T14:13:03.356Z,34.9792,14.2769,10,4.6,mb,82,111,5.153,0.38,us,us7000j5a4,2023-01-25T09:11:34.559Z,"96 km S of ?urrieq, Malta",earthquake,6,1.892,0.082,44,reviewed,us,us
2023-01-18T13:55:29.254Z,2.756,127.0702,47.346,4.5,mb,39,124,1.993,0.36,us,us7000j57p,2023-01-25T08:39:41.040Z,"Molucca Sea",earthquake,10.4,7.187,0.106,27,reviewed,us,us
2023-01-18T13:39:46.149Z,2.7773,126.9797,50.613,4.7,mb,52,113,2.029,1.21,us,us7000j57i,2023-01-18T13:59:26.040Z,"163 km NW of Tobelo, Indonesia",earthquake,7.91,7.394,0.088,39,reviewed,us,us
2023-01-18T11:06:53.802Z,-13.3508,66.8183,10,5,mb,62,61,8.095,0.49,us,us7000j579,2023-01-29T06:35:22.040Z,"Mid-Indian Ridge",earthquake,11.26,1.876,0.078,52,reviewed,us,us
2023-01-18T10:08:13.845Z,38.4395,44.9455,16.995,5.7,mww,195,59,1.186,0.67,us,us7000j56z,2023-01-29T06:23:38.901Z,"12 km S of Khowy, Iran",earthquake,5.55,3.767,0.069,20,reviewed,us,us
2023-01-18T09:39:07.640Z,2.6899,126.973,71.45,4.6,mb,39,108,1.945,0.4,us,us7000j56y,2023-02-02T07:10:20.040Z,"156 km NW of Tobelo, Indonesia",earthquake,6.53,8.343,0.095,33,reviewed,us,us
2023-01-18T08:01:26.730Z,2.6819,127.135,50.817,5.5,mb,98,31,1.911,1.05,us,us7000j56g,2023-01-19T08:04:37.878Z,"143 km NW of Tobelo, Indonesia",earthquake,6.75,5.112,0.048,149,reviewed,us,us
2023-01-18T07:29:00.189Z,-30.3889,-71.9674,27.633,4.5,mb,26,149,0.404,0.91,us,us7000j56e,2023-01-25T06:04:05.040Z,"Near the coast of Coquimbo, Chile",earthquake,5.18,7.059,0.27,4,reviewed,us,us
2023-01-18T07:20:21.754Z,2.8548,127.2667,48.792,4.6,mb,37,113,2.072,0.74,us,us7000j56f,2023-01-18T09:12:25.040Z,"149 km NNW of Tobelo, Indonesia",earthquake,5.94,8.323,0.098,31,reviewed,us,us
2023-01-18T07:00:34.116Z,2.7616,127.0111,35,4.8,mb,43,111,2.008,0.77,us,us7000j566,2023-01-18T07:29:18.040Z,"159 km NW of Tobelo, Indonesia",earthquake,6.53,1.815,0.086,42,reviewed,us,us
2023-01-18T06:19:13.488Z,2.8271,127.0886,35,5,mb,42,121,2.06,0.95,us,us7000j5dp,2023-01-19T00:59:35.040Z,"",earthquake,8.7,1.941,0.105,29,reviewed,us,us
2023-01-18T06:06:11.317Z,2.7347,127.0598,28.566,7,mwc,130,17,1.974,1.18,us,us7000j553,2023-01-19T22:38:58.654Z,"153 km NW of Tobelo, Indonesia",earthquake,6.72,3.199,0.027,133,reviewed,us,us
2023-01-18T04:51:36.954Z,14.2601,123.0134,10,4.6,mb,38,99,13.479,0.47,us,us7000j54t,2023-01-27T00:25:59.040Z,"Luzon, Philippines",earthquake,12.52,1.833,0.122,20,reviewed,us,us
2023-01-18T04:33:26.564Z,24.7915,124.8538,54.834,4.8,mb,48,119,1.708,0.85,us,us7000j54p,2023-01-27T00:12:51.040Z,"45 km W of Hirara, Japan",earthquake,9.95,7.246,0.07,63,reviewed,us,us
2023-01-18T04:21:57.431Z,34.9044,14.2658,10,5,mb,84,59,4.107,0.57,us,us7000j54l,2023-01-27T00:09:10.026Z,"104 km S of ?urrieq, Malta",earthquake,8.09,1.827,0.045,156,reviewed,us,us
2023-01-18T04:17:06.969Z,-1.4513,-15.3787,10,4.6,mb,23,76,6.396,0.8,us,us6000jjdr,2023-01-27T00:02:22.040Z,"north of Ascension Island",earthquake,11.16,1.888,0.165,11,reviewed,us,us
2023-01-18T03:58:23.726Z,-13.1094,166.6574,35,4.9,mb,43,65,7.524,0.47,us,us6000jjdp,2023-01-26T23:30:40.040Z,"128 km NW of Sola, Vanuatu",earthquake,9.42,1.847,0.117,23,reviewed,us,us
2023-01-18T03:26:32.922Z,24.7752,125.4156,35,4.6,mb,86,118,2.21,0.71,us,us7000j54d,2023-01-26T23:19:31.040Z,"11 km ESE of Hirara, Japan",earthquake,8.44,1.926,0.077,51,reviewed,us,us
2023-01-18T01:57:20.960Z,29.6417,101.7166,35,4.5,mb,22,154,6.778,0.54,us,us6000jjdw,2023-01-26T22:36:40.040Z,"46 km SSW of Kangding, China",earthquake,12.32,1.944,0.163,11,reviewed,us,us
2023-01-18T00:56:36.851Z,14.2886,123.1735,10,4.6,mb,57,121,9.228,0.7,us,us7000j52g,2023-02-02T05:36:23.443Z,"26 km NE of Mercedes, Philippines",earthquake,8.86,1.757,0.084,43,reviewed,us,us
2023-01-18T00:34:45.136Z,-0.0134,123.2002,154,6,mww,303,19,1.108,0.92,us,us7000j511,2023-02-02T05:24:22.181Z,"Sulawesi, Indonesia",earthquake,6.65,1.809,0.049,40,reviewed,us,us
2023-01-17T23:25:35.698Z,-13.6338,-112.2623,10,4.6,mb,35,103,41.027,0.47,us,us6000jj7w,2023-02-02T03:29:04.040Z,"",earthquake,8.36,1.88,0.112,24,reviewed,us,us
2023-01-17T22:05:11.469Z,6.2672,126.0482,138.405,4.5,mb,99,110,0.923,0.56,us,us7000j509,2023-02-02T02:41:56.040Z,"Mindanao, Philippines",earthquake,9.32,5.161,0.06,83,reviewed,us,us
2023-01-17T21:42:34.943Z,-9.0648,148.127,22.274,5.1,mb,102,70,1.013,0.53,us,us7000j502,2023-02-01T23:58:29.028Z,"35 km SSW of Popondetta, Papua New Guinea",earthquake,4.25,4.122,0.066,76,reviewed,us,us
2023-01-17T21:34:48.099Z,-50.1126,126.9657,10,4.6,mb,12,144,18.557,0.36,us,us6000jj7r,2023-02-01T23:10:04.040Z,"western Indian-Antarctic Ridge",earthquake,14.6,1.961,0.164,11,reviewed,us,us
2023-01-17T20:46:36.968Z,-17.7445,-171.1648,14.633,5,mb,118,61,1.771,0.65,us,us7000j4z6,2023-01-18T15:09:17.040Z,"Tonga region",earthquake,5.99,2.893,0.041,192,reviewed,us,us
2023-01-17T18:39:22.230Z,14.3416,122.9821,10,4.6,mb,73,117,9.143,0.8,us,us7000j4z5,2023-01-18T05:58:02.336Z,"15 km NNE of Sabang Indan, Philippines",earthquake,6.3,1.844,0.07,61,reviewed,us,us
2023-01-17T17:43:06.181Z,36.5129,52.8992,10,4.5,mb,50,153,4.408,0.4,us,us7000j4y6,2023-01-18T06:34:26.301Z,"14 km S of J?yb?r, Iran",earthquake,9.97,1.939,0.087,43,reviewed,us,us
2023-01-17T17:40:58.250Z,42.1404,-29.2623,9.983,5.1,mww,153,57,5.23,0.71,us,us7000j4y5,2023-01-17T17:58:21.040Z,"Azores Islands region",earthquake,8.99,2.881,0.098,10,reviewed,us,us
2023-01-17T15:21:25.564Z,-8.4028,120.667,55.081,4.5,mb,34,58,1.571,0.97,us,us7000j4ww,2023-01-29T20:18:00.040Z,"Flores region, Indonesia",earthquake,7.23,8.473,0.128,18,reviewed,us,us
2023-01-17T12:59:29.589Z,30.0275,131.0692,29.325,4.6,mb,106,111,1.569,0.61,us,us7000j4vk,2023-01-17T15:15:56.040Z,"56 km ESE of Koshima, Japan",earthquake,3.96,5.472,0.062,79,reviewed,us,us
2023-01-17T09:40:38.044Z,-35.0251,-106.9762,10,4.9,mb,76,184,27.349,0.37,us,us7000j4v2,2023-01-17T10:24:36.040Z,"southern East Pacific Rise",earthquake,15.12,1.944,0.055,106,reviewed,us,us
2023-01-17T09:38:48.034Z,-15.3297,-172.8909,10,4.9,mb,34,119,2.495,0.38,us,us7000j4v1,2023-01-17T10:09:24.040Z,"119 km NE of Hihifo, Tonga",earthquake,11.08,1.72,0.074,61,reviewed,us,us
2023-01-17T06:19:01.250Z,82.0016,-4.9025,10,4.9,mb,71,57,4.157,0.35,us,us7000j4u9,2023-02-04T09:35:36.040Z,"north of Svalbard",earthquake,5.24,1.829,0.043,165,reviewed,us,us
2023-01-17T04:36:12.673Z,-9.0557,112.5281,64.982,5,mb,86,37,1.708,0.96,us,us7000j4u0,2023-01-26T04:16:17.121Z,"",earthquake,6.51,4.738,0.069,68,reviewed,us,us
2023-01-17T02:38:43.926Z,29.5708,141.0473,109.32,4.6,mb,61,69,2.662,0.75,us,us7000j4tp,2023-01-26T03:52:57.040Z,"Izu Islands, Japan region",earthquake,8.67,5.14,0.08,46,reviewed,us,us
2023-01-17T02:09:35.866Z,-3.8968,128.4524,130.784,4.8,mb,61,70,3.912,0.63,us,us7000j4ti,2023-01-26T03:37:51.040Z,"Seram, Indonesia",earthquake,7.73,5.395,0.08,48,reviewed,us,us
2023-01-17T00:06:19.140Z,-18.0535,168.2098,10,4.6,mb,33,74,2.765,0.59,us,us7000j4t1,2023-01-17T00:26:56.040Z,"",earthquake,8.33,1.911,0.103,28,reviewed,us,us
2023-01-16T21:57:39.008Z,14.4132,122.9785,10,5.1,mww,185,73,7.732,0.63,us,us7000j4sk,2023-02-01T04:51:23.770Z,"22 km NNE of Sabang Indan, Philippines",earthquake,7.59,1.765,0.073,18,reviewed,us,us
2023-01-16T21:30:07.855Z,-10.8952,166.0671,11.018,4.7,mb,59,114,4.658,0.48,us,us7000j4sf,2023-02-01T04:03:57.040Z,"35 km ESE of Lata, Solomon Islands",earthquake,12.89,3.81,0.082,45,reviewed,us,us
2023-01-16T20:54:54.831Z,-15.4864,-70.3849,215.161,4.6,mb,58,82,2.311,0.71,us,us7000j4s5,2023-01-26T22:09:06.040Z,"",earthquake,5.45,6.624,0.086,40,reviewed,us,us
2023-01-16T17:43:27.633Z,61.7203,-149.5519,34.8,4.5,mwr,,,,0.88,ak,ak023qqz70l,2023-02-03T20:14:47.912Z,"10 km NNE of Meadow Lakes, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2023-01-16T17:03:35.120Z,-41.535,-85.2349,10,4.6,mb,39,140,9.274,0.8,us,us6000jj56,2023-01-25T19:01:13.040Z,"West Chile Rise",earthquake,10.54,1.882,0.102,29,reviewed,us,us
2023-01-16T16:14:38.512Z,-0.8968,146.8626,10,4.5,mb,27,94,6.225,0.69,us,us6000jj50,2023-01-26T18:39:36.040Z,"133 km NNW of Lorengau, Papua New Guinea",earthquake,8.32,1.832,0.131,17,reviewed,us,us
2023-01-16T15:47:40.574Z,-24.4747,-67.0711,168.322,4.9,mww,113,39,1.824,0.98,us,us7000j4pm,2023-01-26T18:31:37.035Z,"81 km WSW of San Antonio de los Cobres, Argentina",earthquake,6.78,2.411,0.073,18,reviewed,us,us
2023-01-16T10:15:09.455Z,-41.6122,-88.4064,10,4.9,mb,26,189,12.478,0.99,us,us7000j4np,2023-01-16T11:02:02.040Z,"",earthquake,9.62,1.992,0.086,55,reviewed,us,us
2023-01-16T07:50:32.314Z,-21.8061,-68.5563,80.783,5,mb,47,124,5.297,0.79,us,us7000j4na,2023-01-17T01:27:53.946Z,"81 km NNE of Calama, Chile",earthquake,8.5,7.715,0.038,228,reviewed,us,us
2023-01-16T07:12:28.705Z,-14.7458,166.8888,11.805,4.9,mb,38,134,0.761,0.74,us,us7000j4n4,2023-01-16T08:02:53.040Z,"38 km NNW of Port-Olry, Vanuatu",earthquake,8.37,5.566,0.088,44,reviewed,us,us
2023-01-16T04:49:51.935Z,28.9804,139.3452,405,6.3,mww,345,11,3.134,0.59,us,us7000j4mj,2023-02-01T04:01:59.206Z,"Bonin Islands, Japan region",earthquake,5.55,1.813,0.032,96,reviewed,us,us
2023-01-16T04:47:12.256Z,14.0805,-89.8596,7.997,5,mww,143,127,0.193,0.62,us,us7000j4mi,2023-02-01T02:40:22.654Z,"6 km ESE of Comapa, Guatemala",earthquake,4.52,4.2,0.052,35,reviewed,us,us
2023-01-16T02:24:51.163Z,25.0131,125.7694,36.091,4.5,mb,51,84,2.566,0.96,us,us6000jj4d,2023-01-31T23:22:18.040Z,"52 km ENE of Hirara, Japan",earthquake,7.58,8.103,0.113,23,reviewed,us,us
2023-01-15T23:55:32.663Z,-0.1511,-24.8509,10,4.5,mb,14,94,21.07,0.76,us,us6000jixd,2023-01-26T03:08:03.040Z,"",earthquake,9.74,1.927,0.164,11,reviewed,us,us
2023-01-15T23:07:53.810Z,14.0219,-89.7986,10,5.2,mww,105,68,0.12,0.81,us,us7000j4ld,2023-01-26T02:43:37.708Z,"7 km NW of Atiquizaya, El Salvador",earthquake,6.56,1.799,0.078,16,reviewed,us,us
2023-01-15T22:29:58.919Z,2.0042,98.0141,37,6.2,mww,97,52,0.822,0.48,us,us7000j4kr,2023-01-18T03:41:10.755Z,"40 km SE of Singkil, Indonesia",earthquake,7.17,1.94,0.062,25,reviewed,us,us
2023-01-15T22:25:37.664Z,-6.9435,129.8684,99.525,4.5,mb,14,95,1.754,0.27,us,us7000j4kq,2023-01-16T01:14:20.040Z,"Banda Sea",earthquake,8.61,9.751,0.157,12,reviewed,us,us
2023-01-15T21:37:21.578Z,41.4531,19.9981,16.048,4.9,mb,109,37,0.147,0.77,us,us7000j4kh,2023-02-05T16:35:05.760Z,"9 km SW of Klos, Albania",earthquake,4.01,3.544,0.072,60,reviewed,us,us
2023-01-15T19:47:40.472Z,-54.1684,140.4939,10,4.7,mb,24,93,16.952,0.67,us,us6000jix7,2023-01-26T15:39:13.040Z,"west of Macquarie Island",earthquake,14.87,1.878,0.143,15,reviewed,us,us
2023-01-15T17:56:00.369Z,-23.8534,-111.8992,10,4.7,mb,27,85,3.999,0.48,us,us6000jix2,2023-01-25T20:41:57.040Z,"Easter Island region",earthquake,13.63,1.386,0.153,13,reviewed,us,us
2023-01-15T17:36:47.239Z,-17.7086,179.9179,617.888,4.5,mb,73,51,1.778,0.74,us,us7000j4js,2023-01-25T17:58:13.040Z,"75 km ENE of Levuka, Fiji",earthquake,12.07,7.096,0.038,208,reviewed,us,us
2023-01-15T17:09:39.111Z,-22.8221,179.1971,582.579,5,mb,88,51,5.164,1.01,us,us7000j4jq,2023-01-25T17:45:35.040Z,"south of the Fiji Islands",earthquake,11.22,5.794,0.058,96,reviewed,us,us
2023-01-15T16:25:27.570Z,41.1779,142.3193,56.912,4.9,mb,61,135,1.026,0.82,us,us7000j4jn,2023-01-15T16:54:00.040Z,"93 km E of Mutsu, Japan",earthquake,6.18,7.117,0.057,95,reviewed,us,us
2023-01-15T15:59:39.864Z,1.504,127.2611,138.509,4.9,mb,47,104,0.735,0.73,us,us7000j4jj,2023-01-15T16:46:46.040Z,"80 km N of Ternate, Indonesia",earthquake,9.73,5.32,0.075,56,reviewed,us,us
2023-01-15T13:15:39.780Z,47.3884,153.1104,65.425,4.7,mb,57,135,6.437,0.61,us,us7000j4ix,2023-01-15T14:19:32.040Z,"Kuril Islands",earthquake,11.19,7.637,0.061,81,reviewed,us,us
2023-01-15T12:28:15.057Z,11.4219,124.6613,10,4.8,mb,59,82,4.418,0.46,us,us7000j4it,2023-02-04T08:53:25.058Z,"10 km SE of Bunga, Philippines",earthquake,9.54,1.866,0.08,48,reviewed,us,us
2023-01-15T12:04:17.706Z,-14.9612,166.8939,31.66,5.6,mww,109,25,8.73,0.67,us,us7000j4ij,2023-02-04T08:14:45.307Z,"21 km WNW of Port-Olry, Vanuatu",earthquake,9.13,3.322,0.054,33,reviewed,us,us
2023-01-15T11:37:34.238Z,25.0491,125.8117,20.179,5,mww,67,82,2.611,0.56,us,us7000j4if,2023-02-04T07:56:11.040Z,"58 km ENE of Hirara, Japan",earthquake,6.92,5.166,0.078,16,reviewed,us,us
2023-01-15T11:27:15.911Z,-8.6856,-74.3909,162.669,4.5,mb,38,105,1.92,0.67,us,us7000j4ib,2023-02-04T07:46:36.040Z,"35 km SSE of San Fernando, Peru",earthquake,7.91,7.103,0.069,62,reviewed,us,us
2023-01-15T07:51:39.185Z,-11.347,166.4131,156.506,4.7,mb,60,58,4.147,0.55,us,us7000j4hl,2023-01-15T08:17:29.040Z,"",earthquake,11.06,7.76,0.063,84,reviewed,us,us
2023-01-15T07:42:44.761Z,10.6798,-40.9794,10,4.7,mb,31,147,12.808,0.63,us,us7000j4hp,2023-01-15T08:36:19.040Z,"northern Mid-Atlantic Ridge",earthquake,6.81,1.923,0.083,44,reviewed,us,us
2023-01-15T07:32:17.694Z,1.6625,126.619,71.456,4.5,mb,22,171,1.158,0.46,us,us7000j4hj,2023-01-15T08:24:49.040Z,"",earthquake,6,9,0.131,18,reviewed,us,us
2023-01-15T06:18:24.989Z,19.3853,145.3354,203.295,4.7,mb,75,120,5.781,0.62,us,us7000j4hd,2023-01-15T06:48:34.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,8.93,6.004,0.04,188,reviewed,us,us
2023-01-15T05:32:27.543Z,-15.5396,168.1451,23.602,5.2,mww,64,40,0.913,0.69,us,us7000j4gz,2023-01-16T19:02:16.040Z,"Vanuatu",earthquake,10.52,4.311,0.086,13,reviewed,us,us
2023-01-15T04:42:15.080Z,29.9713,139.1868,397.549,5.2,mww,139,47,3.18,0.79,us,us7000j4gm,2023-01-16T18:31:11.040Z,"Izu Islands, Japan region",earthquake,9.13,5.283,0.086,13,reviewed,us,us
2023-01-15T04:32:55.560Z,-17.9034,168.4539,151.267,4.8,mb,32,70,2.721,0.59,us,us7000j4gk,2023-01-15T09:34:51.833Z,"23 km SE of Port-Vila, Vanuatu",earthquake,6.73,8.613,0.111,29,reviewed,us,us
2023-01-15T03:36:28.193Z,38.4173,39.1302,10,4.7,mb,63,65,0.917,0.88,us,us7000j4gh,2023-01-15T19:20:49.543Z,"14 km NE of Do?anyol, Turkey",earthquake,4.39,1.873,0.078,50,reviewed,us,us
2023-01-15T02:37:57.668Z,16.1159,-87.062,10,4.5,mb,14,183,2.057,0.64,us,us7000j4gd,2023-01-15T12:15:57.750Z,"",earthquake,6.11,1.961,0.08,46,reviewed,us,us
2023-01-15T02:11:03.666Z,-13.4958,168.8074,10,4.6,mb,13,144,2.485,0.74,us,us6000jiwf,2023-01-25T01:32:27.040Z,"142 km ENE of Sola, Vanuatu",earthquake,7.98,1.926,0.182,10,reviewed,us,us
2023-01-14T23:30:48.136Z,39.8623,143.0784,31.152,4.5,mb,22,217,1.797,0.89,us,us7000j6dh,2023-02-05T22:37:34.040Z,"",earthquake,4.64,9.247,0.242,5,reviewed,us,us
2023-01-14T20:32:18.287Z,-6.2165,106.681,154.129,4.8,mb,67,54,1.106,0.92,us,us7000j4fe,2023-02-03T01:22:17.241Z,"2 km NW of Ciputat, Indonesia",earthquake,4.19,5.077,0.059,91,reviewed,us,us
2023-01-14T18:18:29.873Z,6.8486,-73.127,148.074,4.5,mb,126,117,0.951,0.74,us,us7000j4es,2023-01-14T22:54:49.971Z,"13 km NNW of Jordán, Colombia",earthquake,6.63,7.658,0.049,126,reviewed,us,us
2023-01-14T16:53:13.602Z,19.9728,145.5953,106.133,4.8,mb,63,97,6.386,0.71,us,us7000j4eg,2023-02-05T17:08:14.040Z,"Maug Islands region, Northern Mariana Islands",earthquake,11.51,6.925,0.048,135,reviewed,us,us
2023-01-14T14:31:27.118Z,-14.9729,166.7334,18.629,5.1,mww,34,135,8.616,1.21,us,us7000j4e1,2023-02-05T16:56:25.040Z,"37 km WNW of Port-Olry, Vanuatu",earthquake,13.72,4.979,0.073,18,reviewed,us,us
2023-01-14T13:43:13.203Z,-7.3507,155.7238,10,4.7,mb,26,158,4.732,0.7,us,us7000j6d5,2023-01-27T19:10:40.040Z,"117 km SSE of Panguna, Papua New Guinea",earthquake,10.29,1.841,0.129,18,reviewed,us,us
2023-01-14T07:39:32.858Z,51.0575,100.0361,10,4.5,mb,45,37,2.346,0.43,us,us7000j4cq,2023-01-28T09:13:11.922Z,"66 km SW of Turt, Mongolia",earthquake,8.17,1.912,0.103,28,reviewed,us,us
2023-01-14T06:48:10.719Z,-9.1275,123.3759,91.787,4.5,mb,25,74,1.078,0.7,us,us7000j4cg,2023-01-28T09:04:47.040Z,"67 km NW of Naisano Dua, Indonesia",earthquake,8.4,7.109,0.135,16,reviewed,us,us
2023-01-14T04:26:06.741Z,-37.3729,30.9884,10,4.6,mb,24,83,9.729,1.03,us,us7000j4bs,2023-02-03T00:52:04.040Z,"off the coast of South Africa",earthquake,12.44,1.882,0.141,15,reviewed,us,us
2023-01-14T04:10:33.018Z,-7.3104,128.8242,153.937,4.5,mb,55,46,2.542,0.53,us,us7000j4bl,2023-02-03T00:33:42.040Z,"241 km NE of Lospalos, Timor Leste",earthquake,8.68,5.941,0.083,43,reviewed,us,us
2023-01-13T22:41:02.595Z,-4.9854,103.1456,68.772,5.3,mww,117,36,0.649,0.59,us,us7000j4a4,2023-02-06T05:30:41.440Z,"106 km S of Pagar Alam, Indonesia",earthquake,5.92,4.826,0.098,10,reviewed,us,us
2023-01-13T22:25:44.075Z,-6.2777,130.1027,126.961,4.5,mb,47,68,2.068,0.48,us,us7000j4a2,2023-02-06T05:05:57.040Z,"Banda Sea",earthquake,9.22,8.48,0.091,35,reviewed,us,us
2023-01-13T21:31:05.427Z,-14.8661,166.7541,17.335,4.7,mb,53,38,0.706,0.66,us,us7000j5v0,2023-02-06T00:31:10.040Z,"39 km WNW of Port-Olry, Vanuatu",earthquake,6.91,2.56,0.086,41,reviewed,us,us
2023-01-13T20:42:55.325Z,-5.806,149.3893,123.458,4.9,mb,113,60,3.196,0.84,us,us7000j49h,2023-01-17T17:02:04.040Z,"47 km NNW of Kandrian, Papua New Guinea",earthquake,8.33,7.052,0.057,102,reviewed,us,us
2023-01-13T16:41:41.660Z,6.8346,-73.0505,152.595,4.5,mb,41,43,0.937,0.72,us,us7000j47t,2023-02-05T16:39:28.040Z,"12 km NW of Cepitá, Colombia",earthquake,7.48,6.23,0.093,34,reviewed,us,us
2023-01-13T16:32:18.660Z,-17.1241,-176.7441,10,4.5,mb,13,142,3.021,0.89,us,us7000j5uw,2023-01-20T21:37:03.040Z,"Fiji region",earthquake,13,1.97,0.205,7,reviewed,us,us
2023-01-13T15:41:43.193Z,-2.803,138.4123,44.478,4.7,mb,47,100,10.89,0.59,us,us7000j47p,2023-02-05T16:36:19.040Z,"Papua, Indonesia",earthquake,6.18,6.69,0.079,49,reviewed,us,us
2023-01-13T15:35:20.698Z,-14.9138,166.5463,35,4.5,mb,17,155,6.005,0.56,us,us7000j5ur,2023-01-20T21:32:09.040Z,"58 km WNW of Port-Olry, Vanuatu",earthquake,9.97,1.948,0.156,12,reviewed,us,us
2023-01-13T15:02:37.525Z,23.9729,122.3377,32.749,4.9,mb,44,96,0.708,1.02,us,us7000j46n,2023-02-05T16:31:29.589Z,"Taiwan region",earthquake,4.8,5.411,0.086,42,reviewed,us,us
2023-01-13T12:44:50.662Z,-7.0656,130.2688,86.848,4.6,mb,64,71,1.369,0.52,us,us7000j44s,2023-01-29T06:41:49.040Z,"Pulau Pulau Tanimbar, Indonesia",earthquake,8.14,7.26,0.073,55,reviewed,us,us
2023-01-13T09:13:06.985Z,-58.7004,-25.3079,35,4.9,mb,45,79,15.903,0.33,us,us7000j43c,2023-01-13T09:42:50.040Z,"South Sandwich Islands region",earthquake,13.37,1.938,0.085,44,reviewed,us,us
